Gender,Marital Status,Number of Dependents,Occupation,Income,Education Level,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Churn Flag,Churn Reason,Churn Date,Balance,NumOfProducts,NumComplaints,Age
1,Single,5,"Chemist, analytical",70690.48,Bachelor's,4,Retail,Email,588.0,29,33469.35,0,Not Churned,,164833.8,2.0,2.0,56.0
0,Divorced,1,Writer,77630.89,High School,19,Corporate,Phone,796.0,5,45925.11,0,Not Churned,,223869.01,4.0,2.0,62.0
1,Divorced,3,Trade union research officer,89538.44,Diploma,21,SME,Phone,396.0,11,1651.8,0,Not Churned,,83745.45,3.0,10.0,33.0
0,Divorced,0,Warehouse manager,82270.52,Bachelor's,30,SME,Phone,533.0,13,7070.04,0,Not Churned,,18126.22,5.0,7.0,52.0
1,Single,4,"Horticulturist, amenity",51760.24,Bachelor's,5,Corporate,Phone,616.0,26,30955.63,0,Not Churned,,193281.32,3.0,9.0,55.0
0,Single,0,General practice doctor,37865.49,Bachelor's,30,SME,Email,414.0,12,22613.29,0,Not Churned,,47986.76,1.0,1.0,34.0
1,Married,5,Chartered management accountant,59188.85,Bachelor's,27,Retail,Email,749.0,4,32929.24,0,Not Churned,,201427.33,1.0,6.0,69.0
0,Married,1,Agricultural engineer,28623.39,Master's,30,Corporate,Email,608.0,11,6223.2,0,Not Churned,,135417.12,1.0,9.0,22.0
1,Married,3,"Engineer, manufacturing",89880.15,High School,7,SME,Email,691.0,10,10129.36,0,Not Churned,,201472.31,4.0,6.0,42.0
0,Single,2,Investment analyst,9543.01,High School,21,Corporate,Email,710.0,25,8733.19,0,Not Churned,,110076.18,4.0,2.0,30.0
0,Single,0,Retail banker,94488.6,Master's,21,SME,Email,402.0,25,47645.4,0,Not Churned,,70479.95,3.0,8.0,67.0
1,Divorced,0,"Scientist, research (physical sciences)",30273.93,Bachelor's,11,SME,Email,777.0,11,48206.15,0,Not Churned,,33297.89,2.0,6.0,25.0
0,Married,4,Location manager,43296.73,Diploma,25,Corporate,Email,303.0,24,25175.7,1,Better Offers Elsewhere,2024-04-18,117664.28,1.0,10.0,35.0
0,Married,1,"Journalist, magazine",12891.84,Bachelor's,26,SME,Phone,771.0,4,23816.96,0,Not Churned,,9778.67,1.0,1.0,70.0
0,Single,2,Private music teacher,31435.15,High School,21,Retail,Email,424.0,12,33990.7,0,Not Churned,,116474.65,1.0,2.0,39.0
1,Married,0,"Surveyor, mining",35730.24,Bachelor's,27,SME,Phone,619.0,22,40306.02,0,Not Churned,,78163.02,3.0,10.0,38.0
1,Divorced,2,Building control surveyor,13198.87,High School,2,Corporate,Phone,578.0,14,6959.48,0,Not Churned,,195233.54,4.0,6.0,31.0
1,Single,4,"Accountant, chartered management",26859.74,Master's,3,Retail,Phone,780.0,6,37319.83,0,Not Churned,,181972.09,5.0,10.0,56.0
0,Single,5,Legal executive,90441.74,Diploma,29,SME,Email,824.0,13,29485.13,0,Not Churned,,129830.36,2.0,4.0,68.0
0,Divorced,5,Ergonomist,97202.86,Bachelor's,26,SME,Email,305.0,21,11971.18,0,Not Churned,,239575.23,5.0,0.0,33.0
0,Single,4,Photographer,16487.39,High School,23,Corporate,Email,379.0,8,25744.47,0,Not Churned,,104938.21,5.0,5.0,71.0
0,Married,5,Theatre manager,97489.29,Bachelor's,3,Retail,Email,469.0,8,40578.36,0,Not Churned,,54516.07,4.0,0.0,21.0
1,Single,1,Homeopath,36440.72,Diploma,13,Retail,Phone,573.0,9,47055.02,0,Not Churned,,113118.53,5.0,7.0,66.0
0,Married,4,Retail manager,25321.48,High School,30,Corporate,Email,446.0,21,1032.07,0,Not Churned,,185064.39,2.0,3.0,39.0
1,Single,4,Occupational psychologist,93174.43,Master's,16,SME,Email,702.0,4,44352.17,0,Not Churned,,93204.67,1.0,4.0,53.0
1,Single,5,Training and development officer,43591.11,Bachelor's,9,Retail,Phone,773.0,12,42807.75,0,Not Churned,,130785.39,2.0,0.0,32.0
1,Married,4,Tourism officer,65027.55,Master's,2,Corporate,Email,603.0,16,44470.77,0,Not Churned,,105396.46,3.0,8.0,22.0
0,Single,2,General practice doctor,93425.37,Master's,25,Corporate,Email,755.0,30,49250.29,0,Not Churned,,122258.62,2.0,7.0,28.0
0,Married,2,Chiropractor,60315.81,Master's,9,Corporate,Email,496.0,11,29279.86,0,Not Churned,,131548.38,3.0,8.0,69.0
0,Divorced,4,Advertising copywriter,20352.3,Bachelor's,9,Corporate,Phone,473.0,24,13689.74,0,Not Churned,,92743.06,1.0,2.0,41.0
0,Single,0,Arts development officer,27504.59,Diploma,7,Retail,Email,637.0,24,19914.95,0,Not Churned,,137946.19,2.0,9.0,20.0
1,Married,2,Energy engineer,96500.68,High School,17,Corporate,Email,739.0,26,15413.9,0,Not Churned,,63653.17,1.0,4.0,69.0
1,Divorced,0,Counselling psychologist,76629.65,Diploma,5,Corporate,Phone,547.0,18,9866.85,1,Better Offers Elsewhere,2024-03-02,47229.9,3.0,8.0,54.0
0,Divorced,1,Farm manager,85037.71,Master's,1,Retail,Phone,637.0,17,21806.66,0,Not Churned,,99754.46,4.0,5.0,54.0
0,Single,0,"Scientist, forensic",89614.82,Bachelor's,14,SME,Phone,367.0,7,7878.7,0,Not Churned,,207222.65,3.0,7.0,50.0
0,Single,0,"Development worker, community",89018.73,Master's,24,Corporate,Email,572.0,4,36278.29,0,Not Churned,,162148.16,3.0,10.0,53.0
0,Married,2,Energy manager,60593.44,High School,21,Corporate,Phone,826.0,20,30114.71,0,Not Churned,,186296.05,4.0,7.0,67.0
0,Divorced,3,Commercial art gallery manager,26740.67,Bachelor's,11,Retail,Email,343.0,2,13692.78,0,Not Churned,,179338.67,5.0,4.0,45.0
1,Divorced,3,Electrical engineer,87363.77,Bachelor's,6,Corporate,Phone,609.0,8,33030.53,0,Not Churned,,148589.48,2.0,6.0,57.0
1,Divorced,2,Musician,87734.6,Bachelor's,15,Corporate,Email,489.0,1,35032.64,0,Not Churned,,36415.36,4.0,0.0,56.0
0,Divorced,1,"Psychologist, forensic",65963.92,Master's,19,SME,Email,513.0,13,20524.95,0,Not Churned,,123248.14,4.0,8.0,62.0
1,Divorced,3,Orthoptist,59617.14,Diploma,13,SME,Phone,471.0,14,42690.74,0,Not Churned,,179648.63,3.0,6.0,63.0
1,Single,3,Barrister's clerk,87920.47,Diploma,26,Retail,Email,607.0,3,11096.11,1,Service Issues,2024-05-06,18416.9,4.0,10.0,60.0
1,Married,0,Regulatory affairs officer,9852.88,Master's,27,SME,Email,562.0,30,11308.06,0,Not Churned,,155580.99,3.0,6.0,47.0
0,Divorced,3,"Teacher, English as a foreign language",97370.79,Diploma,20,SME,Phone,321.0,21,20467.93,0,Not Churned,,243656.21,4.0,1.0,73.0
0,Single,5,Hospital pharmacist,57734.88,Master's,21,Corporate,Phone,416.0,1,17734.81,0,Not Churned,,22894.66,5.0,0.0,25.0
1,Single,4,Medical laboratory scientific officer,70865.95,Diploma,24,Corporate,Phone,718.0,6,28358.9,0,Not Churned,,1342.44,5.0,0.0,21.0
1,Married,4,"Psychologist, sport and exercise",15016.99,Master's,24,SME,Email,599.0,27,17992.33,0,Not Churned,,100004.56,3.0,10.0,31.0
1,Married,2,Conference centre manager,41965.37,Bachelor's,26,Corporate,Email,818.0,18,33104.15,0,Not Churned,,86827.45,3.0,10.0,37.0
1,Single,1,Contractor,78969.15,Diploma,18,SME,Phone,385.0,12,35331.33,0,Not Churned,,173052.7,2.0,5.0,49.0
0,Married,5,Holiday representative,26712.46,Master's,10,SME,Email,466.0,29,6032.79,0,Not Churned,,221277.73,5.0,8.0,53.0
0,Married,4,Air cabin crew,98177.18,Diploma,24,Retail,Phone,371.0,2,42795.24,0,Not Churned,,142843.59,5.0,6.0,35.0
1,Divorced,4,"Education officer, museum",26484.76,Diploma,8,SME,Email,513.0,14,16380.89,0,Not Churned,,37699.73,2.0,1.0,75.0
1,Divorced,1,Environmental health practitioner,86345.43,High School,22,Retail,Email,658.0,20,12872.17,0,Not Churned,,147227.64,4.0,3.0,52.0
0,Single,2,Oncologist,18980.52,High School,28,Retail,Email,632.0,22,12677.69,0,Not Churned,,79155.33,1.0,1.0,53.0
1,Single,5,Public relations officer,65394.34,Master's,28,Retail,Email,475.0,10,26688.77,0,Not Churned,,125462.01,3.0,4.0,29.0
0,Divorced,4,Applications developer,31777.14,Diploma,22,Corporate,Phone,782.0,27,23669.48,0,Not Churned,,155843.24,4.0,6.0,63.0
1,Divorced,1,"Surveyor, rural practice",65506.75,Bachelor's,22,Retail,Email,759.0,29,39197.91,0,Not Churned,,200044.4,5.0,1.0,21.0
1,Married,0,Chief Technology Officer,74477.22,Bachelor's,13,SME,Email,337.0,29,21606.28,1,Service Issues,2024-08-07,1766.43,3.0,9.0,44.0
0,Single,1,Fish farm manager,67793.7,Diploma,1,Retail,Phone,455.0,12,3047.7,0,Not Churned,,36236.26,1.0,0.0,29.0
1,Divorced,2,"Pharmacist, community",85163.27,Bachelor's,11,Retail,Email,781.0,7,28845.16,0,Not Churned,,158112.23,4.0,1.0,49.0
1,Divorced,3,Chief Operating Officer,24679.88,Diploma,28,Corporate,Email,593.0,20,41296.92,0,Not Churned,,173789.1,5.0,10.0,66.0
1,Single,5,Insurance underwriter,80943.99,Bachelor's,22,Corporate,Email,643.0,30,39013.76,0,Not Churned,,140503.55,3.0,1.0,30.0
1,Divorced,2,"Conservator, furniture",15656.78,Diploma,25,Corporate,Phone,575.0,15,39035.07,0,Not Churned,,165276.1,4.0,7.0,22.0
0,Divorced,1,Colour technologist,65777.69,Bachelor's,23,SME,Phone,400.0,30,46289.0,1,Account Closure,2024-07-24,40810.84,1.0,9.0,54.0
1,Single,2,"Psychologist, occupational",22457.07,Diploma,28,SME,Phone,435.0,29,15872.44,0,Not Churned,,47173.3,5.0,3.0,39.0
0,Married,1,TEFL teacher,34913.9,Master's,9,Corporate,Email,717.0,8,42169.83,0,Not Churned,,59690.84,2.0,0.0,67.0
0,Divorced,2,Air cabin crew,91148.51,Diploma,18,SME,Email,360.0,30,18388.41,0,Not Churned,,100686.38,5.0,0.0,54.0
1,Divorced,0,Arts development officer,92916.67,High School,23,Retail,Email,394.0,9,34707.85,0,Not Churned,,138104.26,2.0,10.0,38.0
1,Married,4,Arts administrator,18192.81,Master's,22,SME,Phone,713.0,26,37407.41,0,Not Churned,,57371.44,5.0,9.0,59.0
1,Divorced,2,Sports administrator,96409.62,Diploma,7,SME,Email,554.0,30,49240.46,0,Not Churned,,226623.2,5.0,1.0,46.0
1,Single,5,"Teacher, adult education",94736.23,Diploma,13,Corporate,Phone,358.0,30,32245.42,0,Not Churned,,113923.85,2.0,5.0,54.0
1,Single,1,"Surveyor, quantity",79632.48,High School,7,SME,Email,596.0,1,41874.93,1,Service Issues,2024-04-15,10287.82,3.0,4.0,42.0
0,Single,5,Materials engineer,81604.82,High School,28,Retail,Phone,621.0,30,47027.55,0,Not Churned,,101752.05,2.0,2.0,41.0
0,Married,4,Web designer,52921.56,Bachelor's,5,Retail,Phone,507.0,5,15683.82,0,Not Churned,,140523.66,1.0,10.0,44.0
1,Single,5,Sports coach,98755.03,Diploma,12,Corporate,Email,543.0,25,11741.23,0,Not Churned,,234655.23,5.0,0.0,77.0
1,Married,5,Manufacturing systems engineer,89531.87,High School,19,Retail,Email,664.0,22,34725.04,1,Account Closure,2024-05-11,8176.98,3.0,8.0,77.0
1,Divorced,5,Charity fundraiser,8955.64,Diploma,25,SME,Phone,784.0,26,46761.92,0,Not Churned,,239860.8,4.0,6.0,31.0
0,Divorced,1,Legal executive,50142.67,High School,12,SME,Email,637.0,29,46469.57,0,Not Churned,,116297.57,5.0,0.0,50.0
0,Married,3,Public librarian,54561.09,Master's,8,SME,Phone,764.0,4,37063.08,0,Not Churned,,80856.87,3.0,2.0,48.0
0,Married,2,Holiday representative,75166.06,Diploma,21,Corporate,Phone,423.0,16,39369.73,0,Not Churned,,111453.27,3.0,3.0,39.0
0,Single,4,Archivist,72533.54,High School,23,Retail,Email,374.0,21,6753.81,0,Not Churned,,149241.33,3.0,3.0,64.0
0,Married,1,Actor,41101.59,Diploma,6,SME,Phone,419.0,9,32759.65,0,Not Churned,,143775.73,1.0,4.0,24.0
1,Single,3,"Administrator, sports",36603.71,Bachelor's,23,Retail,Phone,735.0,18,1834.23,0,Not Churned,,165594.86,4.0,5.0,51.0
0,Single,4,Web designer,89467.79,Master's,27,Corporate,Phone,747.0,8,26850.05,0,Not Churned,,119370.17,1.0,10.0,68.0
1,Married,1,Editorial assistant,26615.43,Master's,20,Retail,Phone,639.0,8,16750.73,0,Not Churned,,190665.94,1.0,4.0,45.0
1,Single,2,Clinical molecular geneticist,31726.88,Diploma,11,Corporate,Email,507.0,18,26278.01,0,Not Churned,,237367.55,2.0,5.0,74.0
0,Divorced,2,Technical sales engineer,92053.1,Diploma,1,Corporate,Email,420.0,23,44480.94,0,Not Churned,,184941.24,4.0,9.0,76.0
1,Married,0,"Programme researcher, broadcasting/film/video",28809.67,High School,4,Corporate,Email,454.0,15,24000.62,0,Not Churned,,169604.4,5.0,5.0,70.0
0,Divorced,2,Stage manager,19292.2,Bachelor's,27,SME,Email,322.0,25,30221.08,0,Not Churned,,226349.46,4.0,9.0,71.0
0,Married,4,"Pharmacist, hospital",25183.94,Master's,19,Retail,Phone,486.0,17,15184.04,0,Not Churned,,55690.31,2.0,1.0,51.0
0,Divorced,2,Occupational therapist,56702.3,Master's,24,Corporate,Phone,518.0,21,21504.35,0,Not Churned,,112715.5,1.0,9.0,36.0
1,Divorced,0,Computer games developer,64272.0,Master's,26,SME,Phone,524.0,11,11909.11,0,Not Churned,,182542.91,3.0,1.0,75.0
1,Single,4,Therapeutic radiographer,5332.94,High School,29,SME,Phone,592.0,1,32984.31,0,Not Churned,,239053.58,5.0,1.0,36.0
1,Divorced,2,Technical sales engineer,42659.87,Master's,11,SME,Phone,401.0,21,30009.84,0,Not Churned,,244037.98,1.0,8.0,32.0
1,Single,1,"Teacher, special educational needs",35912.14,Diploma,21,Retail,Phone,832.0,24,11170.92,0,Not Churned,,80285.97,3.0,9.0,58.0
0,Divorced,5,"Accountant, chartered certified",21685.9,Diploma,11,Corporate,Phone,455.0,2,45304.71,0,Not Churned,,99910.71,3.0,8.0,32.0
0,Married,4,"Teacher, secondary school",47197.8,Bachelor's,20,Retail,Email,603.0,29,28434.66,0,Not Churned,,132385.68,3.0,10.0,43.0
0,Married,0,"Therapist, speech and language",83982.43,Diploma,17,Retail,Email,825.0,15,15819.22,1,Account Closure,2024-01-29,7516.34,1.0,8.0,55.0
0,Married,1,Paediatric nurse,84931.57,Master's,2,SME,Email,610.0,11,49833.06,0,Not Churned,,32469.44,5.0,8.0,62.0
0,Divorced,3,Technical author,88401.69,Master's,14,Retail,Phone,723.0,27,11225.91,0,Not Churned,,124394.03,4.0,2.0,25.0
1,Married,3,Orthoptist,62496.84,Diploma,22,Corporate,Email,808.0,7,29832.46,0,Not Churned,,87033.01,1.0,8.0,25.0
1,Divorced,2,"Buyer, retail",29093.89,High School,8,SME,Email,522.0,9,37947.61,0,Not Churned,,199389.3,2.0,5.0,59.0
0,Divorced,3,Building services engineer,73766.73,Diploma,7,SME,Phone,689.0,4,47995.46,0,Not Churned,,130514.54,5.0,9.0,33.0
1,Divorced,5,Graphic designer,31462.01,Master's,10,Corporate,Email,792.0,27,18469.69,0,Not Churned,,9646.81,5.0,5.0,23.0
0,Single,1,Herpetologist,77794.2,High School,14,Retail,Phone,391.0,1,48347.0,0,Not Churned,,35700.98,4.0,0.0,56.0
1,Single,5,Financial trader,22159.4,Diploma,26,Corporate,Email,381.0,12,23726.64,0,Not Churned,,107536.29,4.0,8.0,67.0
0,Single,1,Financial risk analyst,38146.89,High School,12,SME,Email,611.0,26,40673.2,0,Not Churned,,67553.94,3.0,7.0,24.0
1,Single,2,"Embryologist, clinical",21414.06,Bachelor's,14,Corporate,Phone,788.0,24,12913.44,0,Not Churned,,156989.16,2.0,8.0,24.0
1,Married,4,Maintenance engineer,94626.54,Diploma,22,Retail,Phone,565.0,17,16520.9,1,Better Offers Elsewhere,2024-04-24,22251.78,1.0,7.0,30.0
0,Married,1,Multimedia programmer,59260.78,Diploma,16,Corporate,Phone,472.0,30,25383.99,1,Account Closure,2024-08-07,13423.02,3.0,5.0,37.0
0,Single,2,Public affairs consultant,85333.82,Diploma,1,SME,Phone,366.0,17,48168.3,1,Account Closure,2024-03-27,720.02,1.0,5.0,50.0
0,Divorced,3,Forensic scientist,49136.05,Master's,25,Corporate,Phone,369.0,23,5908.85,1,Account Closure,2024-07-19,7714.66,1.0,8.0,38.0
1,Single,0,Ecologist,45980.99,Bachelor's,7,Retail,Phone,781.0,4,13810.78,0,Not Churned,,44407.97,1.0,1.0,28.0
0,Single,3,Radio broadcast assistant,40555.45,Diploma,26,Corporate,Email,502.0,25,26649.76,0,Not Churned,,192563.37,3.0,7.0,25.0
0,Single,5,"Editor, commissioning",29735.31,High School,28,SME,Phone,615.0,4,27261.69,0,Not Churned,,220161.98,2.0,5.0,19.0
0,Married,5,Broadcast presenter,96213.96,High School,24,Retail,Phone,844.0,30,33823.14,0,Not Churned,,249813.2,2.0,5.0,47.0
1,Single,1,Printmaker,51284.49,Diploma,10,Retail,Email,634.0,6,12457.05,0,Not Churned,,191385.65,3.0,1.0,43.0
0,Married,0,Surgeon,96207.29,Diploma,8,Retail,Email,506.0,10,20104.91,1,Account Closure,2024-05-25,24196.98,2.0,5.0,36.0
1,Single,4,Clinical molecular geneticist,5684.11,Bachelor's,23,Corporate,Phone,584.0,14,41502.08,0,Not Churned,,106625.72,2.0,5.0,42.0
0,Single,4,Scientific laboratory technician,95621.04,Bachelor's,3,Corporate,Email,508.0,14,21618.63,0,Not Churned,,185665.6,3.0,6.0,75.0
0,Single,5,Quality manager,42162.88,Master's,19,Retail,Phone,769.0,8,26974.38,0,Not Churned,,79484.21,2.0,10.0,43.0
0,Divorced,3,Art gallery manager,51961.81,Master's,10,SME,Phone,470.0,2,39627.37,0,Not Churned,,140825.83,3.0,10.0,72.0
0,Married,5,Chiropractor,8719.25,Diploma,25,Retail,Phone,367.0,25,47711.84,0,Not Churned,,122424.09,5.0,1.0,35.0
1,Single,5,"Doctor, general practice",81901.8,Master's,27,Corporate,Phone,433.0,3,45070.56,1,Better Offers Elsewhere,2024-02-23,11553.28,2.0,5.0,21.0
0,Divorced,5,Land,38510.26,High School,16,Retail,Email,751.0,19,33768.27,0,Not Churned,,148603.53,4.0,7.0,22.0
0,Divorced,1,Sales executive,68495.13,High School,24,SME,Phone,378.0,8,45920.19,0,Not Churned,,193441.09,1.0,3.0,24.0
0,Divorced,5,Primary school teacher,80732.61,High School,23,SME,Phone,831.0,27,40127.38,0,Not Churned,,58458.14,2.0,7.0,24.0
1,Single,1,Trade mark attorney,89566.56,Diploma,13,Corporate,Email,453.0,18,45535.21,0,Not Churned,,9097.8,5.0,3.0,21.0
0,Divorced,3,Private music teacher,11583.94,Bachelor's,4,SME,Phone,470.0,9,14893.34,0,Not Churned,,157913.25,5.0,3.0,56.0
1,Married,0,Newspaper journalist,20804.7,High School,20,Corporate,Email,640.0,18,24952.38,0,Not Churned,,191425.05,5.0,8.0,66.0
1,Divorced,2,Theme park manager,16568.19,Bachelor's,9,SME,Phone,681.0,22,41645.37,0,Not Churned,,241355.45,4.0,7.0,39.0
1,Married,0,Personal assistant,31211.58,High School,11,SME,Email,504.0,16,24237.89,0,Not Churned,,212395.73,5.0,6.0,53.0
1,Single,3,"Embryologist, clinical",80630.07,Diploma,4,SME,Email,455.0,22,46445.45,1,Better Offers Elsewhere,2024-04-05,1971.05,4.0,4.0,40.0
0,Single,3,"Engineer, manufacturing",94438.23,Diploma,26,Corporate,Phone,667.0,20,7902.09,0,Not Churned,,78084.11,3.0,10.0,60.0
1,Single,4,"Editor, commissioning",33542.56,Diploma,30,SME,Email,641.0,6,32970.44,0,Not Churned,,135723.56,2.0,0.0,68.0
1,Married,1,Camera operator,10962.6,Bachelor's,16,Corporate,Email,330.0,25,40214.21,1,Account Closure,2024-07-05,62121.93,1.0,3.0,65.0
1,Married,0,"Engineer, manufacturing systems",71194.71,Diploma,11,Retail,Email,311.0,11,37494.37,0,Not Churned,,106406.0,4.0,5.0,66.0
0,Single,0,Tour manager,8400.67,Master's,17,SME,Email,475.0,21,1087.26,0,Not Churned,,108253.69,4.0,9.0,43.0
0,Married,0,Textile designer,28594.01,Bachelor's,14,Retail,Phone,784.0,11,22964.71,0,Not Churned,,220280.72,3.0,4.0,42.0
0,Married,4,"Surveyor, land/geomatics",29034.96,Bachelor's,26,Retail,Email,763.0,23,33798.52,0,Not Churned,,111875.39,3.0,0.0,50.0
0,Married,0,"Research officer, trade union",39062.49,Bachelor's,22,Retail,Email,592.0,17,23301.09,0,Not Churned,,73766.95,1.0,2.0,68.0
0,Married,4,Armed forces training and education officer,85387.96,Diploma,5,SME,Phone,741.0,12,49466.73,0,Not Churned,,30442.96,5.0,9.0,34.0
1,Single,4,English as a foreign language teacher,88134.41,Master's,30,Retail,Phone,421.0,28,30889.86,1,Service Issues,2024-01-21,41989.2,1.0,9.0,33.0
1,Married,3,Clinical psychologist,46951.09,Bachelor's,13,Corporate,Email,338.0,6,16977.4,0,Not Churned,,56607.13,4.0,3.0,47.0
0,Single,3,Publishing rights manager,69226.83,Diploma,10,SME,Phone,739.0,6,33137.74,0,Not Churned,,213951.18,3.0,6.0,59.0
1,Single,1,Fine artist,93919.29,Diploma,10,SME,Phone,474.0,6,15035.44,0,Not Churned,,158972.38,2.0,8.0,19.0
0,Single,5,Contractor,13279.82,High School,2,SME,Email,638.0,24,40505.71,1,Service Issues,2024-06-13,31051.33,2.0,9.0,75.0
0,Divorced,2,"Nurse, children's",89218.72,Master's,2,SME,Phone,310.0,7,10108.41,0,Not Churned,,41517.6,5.0,2.0,19.0
1,Single,2,Warehouse manager,21671.12,Diploma,4,SME,Phone,796.0,25,49487.09,0,Not Churned,,2085.02,5.0,8.0,34.0
1,Divorced,0,Ergonomist,69324.49,Diploma,20,Retail,Email,621.0,6,41998.47,0,Not Churned,,28224.23,2.0,3.0,46.0
1,Married,5,"Nurse, mental health",68575.38,Diploma,28,Corporate,Email,330.0,1,13157.13,0,Not Churned,,65877.95,5.0,8.0,40.0
1,Divorced,5,Acupuncturist,77857.75,Diploma,15,Retail,Phone,479.0,21,46115.72,0,Not Churned,,27907.53,5.0,7.0,34.0
0,Divorced,1,Sport and exercise psychologist,75494.76,Diploma,11,Retail,Phone,796.0,23,38441.68,0,Not Churned,,200886.55,1.0,5.0,32.0
1,Single,4,"Runner, broadcasting/film/video",88390.09,High School,27,Retail,Email,735.0,24,35609.39,0,Not Churned,,89794.02,3.0,10.0,27.0
0,Single,0,"Scientist, forensic",21397.43,Bachelor's,9,SME,Email,700.0,4,4759.66,0,Not Churned,,72266.56,5.0,8.0,49.0
0,Divorced,1,Radiation protection practitioner,73367.06,Diploma,9,Retail,Email,736.0,12,43210.36,0,Not Churned,,77545.16,4.0,3.0,66.0
1,Divorced,3,Tourist information centre manager,76981.6,Master's,17,Corporate,Phone,433.0,16,5441.37,0,Not Churned,,147190.47,4.0,2.0,50.0
1,Divorced,1,Logistics and distribution manager,90405.39,Master's,11,SME,Email,357.0,2,29593.63,0,Not Churned,,176680.23,1.0,3.0,69.0
1,Married,0,"Conservation officer, nature",17300.61,Bachelor's,7,Corporate,Phone,845.0,7,27133.63,0,Not Churned,,66982.24,2.0,4.0,48.0
0,Married,1,"Engineer, communications",13470.45,High School,9,SME,Phone,579.0,25,24132.38,0,Not Churned,,237189.51,2.0,7.0,57.0
0,Single,0,Patent attorney,67786.51,High School,8,Retail,Phone,303.0,9,23041.52,0,Not Churned,,122778.69,2.0,3.0,52.0
1,Married,2,English as a second language teacher,75040.07,Diploma,13,Corporate,Email,641.0,22,31429.69,0,Not Churned,,159186.26,3.0,7.0,47.0
1,Divorced,4,Electronics engineer,13297.19,High School,8,Corporate,Phone,372.0,7,17073.82,0,Not Churned,,244658.54,1.0,9.0,76.0
1,Single,2,Environmental education officer,90850.65,Master's,21,Corporate,Email,839.0,20,41500.17,0,Not Churned,,183309.46,5.0,6.0,23.0
1,Married,1,"Scientist, research (maths)",12418.57,Bachelor's,8,SME,Email,363.0,24,27419.21,0,Not Churned,,170361.77,5.0,8.0,56.0
0,Single,4,Charity officer,95433.98,High School,2,SME,Email,725.0,29,20465.85,0,Not Churned,,139872.37,5.0,1.0,61.0
0,Divorced,5,Patent attorney,10601.47,Master's,30,SME,Email,380.0,18,7598.83,0,Not Churned,,220630.26,5.0,8.0,71.0
1,Single,3,"Engineer, civil (consulting)",85312.64,High School,12,Retail,Phone,714.0,17,24569.35,0,Not Churned,,176206.46,4.0,7.0,24.0
0,Single,2,Ship broker,90078.26,Master's,14,Retail,Phone,300.0,30,36734.35,0,Not Churned,,176886.68,1.0,8.0,52.0
1,Single,4,Systems developer,67238.11,Bachelor's,25,Retail,Email,694.0,15,4864.36,0,Not Churned,,247353.61,3.0,10.0,29.0
1,Single,1,Cartographer,39824.73,Diploma,12,Retail,Email,650.0,14,46178.99,0,Not Churned,,107545.98,5.0,10.0,63.0
0,Single,2,Hospital pharmacist,34883.5,High School,1,SME,Email,484.0,15,39248.96,1,Service Issues,2024-06-02,6312.62,2.0,9.0,64.0
0,Divorced,3,Management consultant,97396.71,Diploma,1,Retail,Phone,458.0,27,11886.84,0,Not Churned,,210705.37,1.0,6.0,71.0
1,Married,2,"Therapist, horticultural",97907.24,High School,17,Retail,Email,355.0,21,36084.81,0,Not Churned,,210956.06,1.0,4.0,26.0
0,Single,1,"Teacher, English as a foreign language",59186.75,High School,13,SME,Phone,523.0,28,3888.22,0,Not Churned,,164844.4,1.0,4.0,64.0
1,Divorced,1,Retail buyer,61300.14,High School,11,Retail,Phone,326.0,14,13211.68,0,Not Churned,,199292.92,5.0,9.0,32.0
1,Married,4,Writer,15182.19,Master's,12,SME,Email,759.0,8,30724.45,0,Not Churned,,44576.86,4.0,0.0,75.0
0,Divorced,4,"Copywriter, advertising",49090.38,Master's,1,SME,Email,742.0,23,25834.23,0,Not Churned,,238858.7,2.0,8.0,42.0
1,Single,1,"Designer, industrial/product",76848.41,Diploma,1,SME,Email,426.0,7,17059.87,0,Not Churned,,127703.66,5.0,2.0,43.0
0,Married,3,Public affairs consultant,50932.25,High School,26,Retail,Email,728.0,26,8118.34,0,Not Churned,,20837.58,1.0,2.0,55.0
1,Divorced,3,Quantity surveyor,21220.41,Diploma,13,Corporate,Email,624.0,30,32024.78,0,Not Churned,,102923.09,3.0,3.0,65.0
1,Divorced,5,Hydrogeologist,66002.03,Master's,15,SME,Phone,428.0,27,38607.65,0,Not Churned,,172516.98,3.0,6.0,68.0
0,Single,0,Merchant navy officer,68056.6,Master's,28,Retail,Email,548.0,25,33069.3,0,Not Churned,,63563.12,5.0,2.0,55.0
1,Single,3,"Engineer, technical sales",16205.93,Bachelor's,1,SME,Email,777.0,17,31363.06,0,Not Churned,,217333.13,4.0,9.0,45.0
0,Single,5,Newspaper journalist,89175.62,High School,13,Corporate,Email,753.0,2,30807.4,0,Not Churned,,231460.62,3.0,10.0,72.0
1,Divorced,4,Database administrator,7467.99,Diploma,25,Retail,Phone,755.0,13,6867.43,0,Not Churned,,214913.35,5.0,6.0,35.0
0,Divorced,1,"Librarian, academic",11702.53,Bachelor's,4,Corporate,Phone,326.0,21,30433.24,0,Not Churned,,170900.84,3.0,4.0,27.0
1,Married,4,"Scientist, research (maths)",53705.87,Master's,20,Retail,Email,539.0,9,28447.05,0,Not Churned,,227622.4,5.0,9.0,30.0
