Gender,Marital Status,Number of Dependents,Occupation,Income,Education Level,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Churn Flag,Churn Reason,Balance,NumOfProducts,NumComplaints,Age,Days Since Churn,Debt-to-Income Ratio,Products per Tenure,Complaints per Product
1,0,5,260,5424.82,1,3,1,1,350.0,13,16817.99,1,1,2628.15,4.0,8.0,49.0,389.0,3.0996218083165314,1.0,1.6
0,0,3,48,93421.87,3,6,2,0,596.0,23,15251.07,0,2,186567.09,4.0,9.0,63.0,-1.0,0.16324771439798413,0.5714285714285714,1.8
1,2,2,108,99022.26,1,19,1,0,630.0,3,37942.94,0,2,175401.21,1.0,4.0,46.0,-1.0,0.38317199413551933,0.05,2.0
1,2,3,624,93274.4,1,5,2,0,453.0,18,4763.38,1,3,65686.99,3.0,9.0,22.0,353.0,0.05106791286877355,0.5,2.25
0,1,0,568,60716.89,2,18,2,0,413.0,16,35750.24,0,2,57982.97,4.0,2.0,30.0,-1.0,0.5887925288576398,0.21052631578947367,0.4
0,1,1,349,19199.77,1,20,0,0,678.0,19,46366.52,0,2,181234.17,1.0,7.0,35.0,-1.0,2.414826072079401,0.047619047619047616,3.5
0,1,4,606,30408.26,1,29,2,1,795.0,7,49101.56,0,2,23942.35,3.0,0.0,63.0,-1.0,1.6146910513442287,0.1,0.0
1,1,0,59,63622.97,2,6,2,1,773.0,26,46100.43,0,2,132123.14,1.0,2.0,26.0,-1.0,0.7245764450096402,0.14285714285714285,1.0
0,1,2,230,48458.55,3,7,1,0,735.0,28,30886.24,0,2,88575.91,3.0,9.0,38.0,-1.0,0.6373612631565915,0.375,2.25
1,1,5,221,75263.1,3,12,2,0,795.0,23,47098.08,0,2,145967.91,1.0,2.0,45.0,-1.0,0.6257708522389824,0.07692307692307693,1.0
0,1,5,334,17430.17,1,29,1,0,721.0,27,1014.69,0,2,243044.06,2.0,9.0,54.0,-1.0,0.05821123883250523,0.06666666666666667,3.0
1,0,3,621,93209.69,2,12,0,0,719.0,26,8340.25,0,2,236063.05,2.0,7.0,39.0,-1.0,0.08947739792506632,0.15384615384615385,2.3333333333333335
1,1,2,637,70376.82,1,25,2,0,781.0,2,16282.64,0,2,86511.91,4.0,0.0,44.0,-1.0,0.23136039166885244,0.15384615384615385,0.0
0,0,2,240,22637.98,3,8,2,1,632.0,26,46532.26,0,2,242815.31,3.0,7.0,47.0,-1.0,2.0554044395993105,0.3333333333333333,1.75
1,0,1,577,28186.02,3,28,1,1,776.0,20,27945.25,0,2,207714.98,1.0,4.0,64.0,-1.0,0.991422647729345,0.034482758620689655,2.0
0,1,4,178,92174.84,3,13,1,0,408.0,21,47127.17,0,2,171124.31,3.0,3.0,54.0,-1.0,0.5112746463715437,0.21428571428571427,0.75
1,0,3,431,59837.0,3,1,1,0,318.0,4,17438.91,1,4,62178.29,1.0,2.0,68.0,473.0,0.2914353755138875,0.5,1.0
0,0,3,622,48872.55,3,12,0,1,388.0,30,39468.83,1,3,5387.08,5.0,6.0,36.0,469.0,0.807570352470815,0.38461538461538464,1.0
1,0,0,231,69778.16,0,8,2,0,687.0,17,2828.4,0,2,140320.05,1.0,1.0,76.0,-1.0,0.040533591977891394,0.1111111111111111,0.5
1,2,4,184,5299.57,1,21,0,0,754.0,26,29929.4,0,2,162086.51,2.0,10.0,60.0,-1.0,5.6464493441271415,0.09090909090909091,3.3333333333333335
0,0,4,491,30629.34,1,24,2,1,377.0,3,32624.02,0,2,230500.34,1.0,10.0,48.0,-1.0,1.0650884058094034,0.04,5.0
0,1,5,493,98822.05,0,9,1,1,591.0,5,15656.66,0,2,175938.17,3.0,1.0,43.0,-1.0,0.1584312566754416,0.3,0.25
0,2,3,349,61708.09,2,21,0,0,565.0,29,47517.41,0,2,85138.01,3.0,3.0,26.0,-1.0,0.7700228604894352,0.13636363636363635,0.75
1,2,4,595,51094.46,0,8,1,1,553.0,24,1914.71,0,2,87819.58,3.0,9.0,34.0,-1.0,0.03747319233450487,0.3333333333333333,2.25
0,1,2,542,14039.15,3,25,1,0,571.0,29,11433.88,0,2,215506.67,2.0,1.0,65.0,-1.0,0.8143702168424126,0.07692307692307693,0.3333333333333333
1,2,1,188,58278.9,1,13,2,1,715.0,27,38901.6,1,1,7361.99,3.0,8.0,32.0,313.0,0.6674959977625219,0.21428571428571427,2.0
1,1,5,116,63629.83,2,28,0,0,307.0,24,43536.96,0,2,188101.72,5.0,4.0,33.0,-1.0,0.684211725668202,0.1724137931034483,0.6666666666666666
1,2,4,611,31705.0,3,30,0,0,369.0,4,7489.03,0,2,236189.14,3.0,1.0,63.0,-1.0,0.23620229609537627,0.0967741935483871,0.25
1,0,1,614,5080.33,1,21,0,0,558.0,7,25675.99,0,2,119719.74,2.0,6.0,67.0,-1.0,5.053005807534642,0.09090909090909091,2.0
0,0,0,218,94115.68,3,21,2,1,472.0,4,18944.41,0,2,127341.72,3.0,10.0,41.0,-1.0,0.20128642446801143,0.13636363636363635,2.5
1,1,4,154,26823.09,1,3,0,1,311.0,9,21055.46,0,2,62604.54,3.0,3.0,21.0,-1.0,0.784945919880227,0.75,0.75
1,2,4,84,99133.87,0,23,2,1,645.0,14,15900.57,0,2,87683.69,3.0,1.0,67.0,-1.0,0.1603933106484126,0.125,0.25
0,1,5,80,55244.74,0,15,2,1,754.0,22,13873.55,0,2,114091.64,4.0,5.0,29.0,-1.0,0.25112434008486445,0.25,1.0
1,0,4,212,22114.98,0,7,0,0,484.0,4,29137.21,0,2,206351.93,5.0,7.0,67.0,-1.0,1.3174731574183012,0.625,1.1666666666666667
0,2,0,43,6406.52,1,20,0,0,431.0,7,38921.76,0,2,106328.89,4.0,3.0,56.0,-1.0,6.074387594576373,0.19047619047619047,0.6
0,1,0,100,11656.36,2,22,0,1,352.0,6,30961.11,0,2,39068.04,4.0,2.0,27.0,-1.0,2.655928100358915,0.17391304347826086,0.4
0,1,2,491,73096.68,3,16,2,0,776.0,28,38579.78,0,2,147524.87,3.0,5.0,32.0,-1.0,0.5277839187235491,0.17647058823529413,1.25
0,1,3,135,12053.9,1,3,1,0,469.0,23,10341.22,0,2,201990.01,2.0,8.0,62.0,-1.0,0.8578436984130934,0.5,2.6666666666666665
1,2,2,297,72035.65,0,24,2,1,321.0,7,48672.43,0,2,190150.91,5.0,10.0,75.0,-1.0,0.6756620414747216,0.2,1.6666666666666667
0,1,0,193,41733.07,3,6,0,0,551.0,3,42534.16,0,2,241476.16,4.0,4.0,36.0,-1.0,1.0191711472185676,0.5714285714285714,0.8
0,1,3,209,41324.19,3,24,2,0,780.0,9,14526.33,0,2,230153.01,1.0,2.0,75.0,-1.0,0.35151272141761475,0.04,1.0
0,0,2,401,62516.51,3,25,0,0,511.0,7,42317.3,0,2,226718.23,4.0,1.0,75.0,-1.0,0.676887163292332,0.15384615384615385,0.2
1,1,1,109,20837.3,3,11,2,1,793.0,26,7102.69,0,2,107742.23,4.0,9.0,27.0,-1.0,0.34084786186973026,0.3333333333333333,1.8
0,1,4,12,28252.48,3,30,2,1,634.0,28,4494.85,0,2,145176.77,5.0,8.0,42.0,-1.0,0.15909013686101678,0.16129032258064516,1.3333333333333333
1,1,5,331,65732.02,1,5,1,1,653.0,5,3890.09,0,2,60377.99,3.0,3.0,26.0,-1.0,0.059180150250209104,0.5,0.75
1,1,4,503,79207.45,3,13,0,0,529.0,27,40373.33,0,2,154863.59,4.0,2.0,72.0,-1.0,0.5097098857508259,0.2857142857142857,0.4
1,2,0,474,81286.87,1,6,0,1,353.0,20,26965.93,0,2,163386.01,2.0,0.0,29.0,-1.0,0.33173375068137473,0.2857142857142857,0.0
0,0,2,382,64288.53,2,12,1,0,570.0,27,11381.11,0,2,205270.48,4.0,10.0,41.0,-1.0,0.17702898123535823,0.3076923076923077,2.0
1,1,5,111,20581.07,0,23,1,1,789.0,29,14196.97,0,2,245613.81,3.0,7.0,52.0,-1.0,0.6897736719387311,0.125,1.75
0,1,3,478,79505.82,1,24,1,0,548.0,11,37445.17,0,2,89378.32,5.0,3.0,22.0,-1.0,0.47096802513293823,0.2,0.5
1,1,1,634,34089.4,1,29,0,1,421.0,6,15759.85,0,2,2140.54,5.0,0.0,47.0,-1.0,0.4622958369511651,0.16666666666666666,0.0
1,1,1,349,11656.13,0,29,2,0,837.0,11,39206.4,0,2,212503.82,4.0,1.0,35.0,-1.0,3.3632978271667215,0.13333333333333333,0.2
1,0,0,116,96152.62,3,29,0,1,498.0,22,20488.14,1,4,76392.04,2.0,10.0,73.0,442.0,0.21307715715747363,0.06666666666666667,3.3333333333333335
1,1,3,3,37792.41,0,18,1,0,575.0,25,35156.48,0,2,235651.94,2.0,8.0,48.0,-1.0,0.9302277830976353,0.10526315789473684,2.6666666666666665
1,0,1,137,78337.2,3,21,1,1,845.0,17,14610.82,0,2,190945.94,2.0,3.0,43.0,-1.0,0.18650951898307594,0.09090909090909091,1.0
1,0,1,632,31494.31,2,24,0,0,850.0,23,23327.97,0,2,96725.67,5.0,7.0,70.0,-1.0,0.740680755325158,0.2,1.1666666666666667
1,0,0,600,31749.23,2,15,1,1,466.0,24,26479.57,1,0,11810.42,3.0,5.0,46.0,301.0,0.8339961631774007,0.1875,1.25
1,1,4,33,40693.61,3,6,1,1,663.0,1,10656.57,0,2,17005.9,2.0,0.0,55.0,-1.0,0.26186686639827733,0.2857142857142857,0.0
1,0,5,337,12367.08,0,10,1,0,398.0,30,49154.15,0,2,201474.14,2.0,10.0,57.0,-1.0,3.974274907665539,0.18181818181818182,3.3333333333333335
0,0,4,577,92869.58,2,11,2,0,440.0,8,41738.12,0,2,16332.75,5.0,2.0,49.0,-1.0,0.44942241127383936,0.4166666666666667,0.3333333333333333
1,1,2,468,34449.31,1,30,2,1,437.0,13,18313.47,0,2,92277.17,4.0,3.0,42.0,-1.0,0.5315908623173493,0.12903225806451613,0.6
0,0,3,141,17316.45,3,29,0,0,427.0,2,4425.35,0,2,61938.61,4.0,0.0,51.0,-1.0,0.25554281952596947,0.13333333333333333,0.0
1,2,4,329,37895.97,2,1,2,0,699.0,5,31041.49,0,2,4935.9,4.0,0.0,57.0,-1.0,0.8191021604101858,2.0,0.0
1,0,3,17,59703.47,3,30,1,1,564.0,29,37944.51,0,2,229095.86,1.0,5.0,45.0,-1.0,0.6355388465888735,0.03225806451612903,2.5
0,1,4,328,67941.77,0,12,2,0,660.0,3,47952.64,0,2,193450.13,4.0,3.0,46.0,-1.0,0.7057798791541763,0.3076923076923077,0.6
1,0,4,253,81188.06,0,21,1,1,818.0,19,41731.61,0,2,121924.36,4.0,10.0,46.0,-1.0,0.5140053352015653,0.18181818181818182,2.0
1,1,2,504,36009.33,1,18,1,0,755.0,5,14161.87,0,2,128020.82,1.0,2.0,42.0,-1.0,0.39327243043871024,0.05263157894736842,1.0
1,2,3,154,57928.2,1,22,2,1,553.0,24,11584.77,0,2,180025.76,3.0,6.0,34.0,-1.0,0.19998152917699538,0.13043478260869565,1.5
1,2,4,24,90832.2,2,16,2,0,546.0,8,44487.92,0,2,212373.87,4.0,4.0,57.0,-1.0,0.48977598499227154,0.23529411764705882,0.8
0,1,3,219,56631.08,3,21,1,1,381.0,24,43531.57,0,2,183962.85,4.0,0.0,32.0,-1.0,0.7686733385035478,0.18181818181818182,0.0
1,2,0,580,91949.13,0,18,1,0,494.0,2,34002.73,0,2,86225.32,4.0,3.0,56.0,-1.0,0.36979534449815354,0.21052631578947367,0.6
1,1,0,357,27146.57,2,5,2,1,784.0,26,17878.51,0,2,36979.39,3.0,3.0,71.0,-1.0,0.658567599236322,0.5,0.75
1,2,5,608,90730.58,0,9,0,0,694.0,21,43452.45,0,2,190063.36,1.0,0.0,63.0,-1.0,0.4789120833121169,0.1,0.0
0,0,2,94,93252.78,2,5,1,1,506.0,8,27770.57,0,2,147101.69,2.0,7.0,42.0,-1.0,0.297795649677686,0.3333333333333333,2.3333333333333335
1,1,0,551,82609.23,1,22,1,1,602.0,13,40587.42,0,2,94946.93,3.0,0.0,23.0,-1.0,0.4913122745209643,0.13043478260869565,0.0
1,2,1,115,37497.31,0,22,1,1,623.0,29,30813.9,0,2,163605.6,5.0,7.0,70.0,-1.0,0.8217410331292264,0.21739130434782608,1.1666666666666667
1,2,0,238,99937.36,0,26,0,1,408.0,30,29665.61,0,2,204748.35,4.0,4.0,23.0,-1.0,0.29683907160373657,0.14814814814814814,0.8
1,1,2,343,60510.92,2,28,2,1,752.0,2,23917.0,0,2,209289.67,1.0,6.0,58.0,-1.0,0.3952444410952421,0.034482758620689655,3.0
1,1,2,187,36141.48,3,12,2,0,726.0,16,23718.64,0,2,132815.44,3.0,0.0,64.0,-1.0,0.656253804387524,0.23076923076923078,0.0
0,2,4,175,38888.08,0,9,2,0,532.0,30,11137.56,0,2,239870.74,2.0,2.0,31.0,-1.0,0.2863929925830079,0.2,0.6666666666666666
1,1,1,216,11558.45,1,24,2,0,454.0,1,48597.59,0,2,45986.76,4.0,2.0,31.0,-1.0,4.20414379576883,0.16,0.4
0,0,3,387,33103.79,0,19,1,0,585.0,12,49033.11,0,2,100489.0,3.0,9.0,36.0,-1.0,1.4811484984499221,0.15,2.25
0,0,1,472,75500.37,2,27,2,1,627.0,7,11064.36,0,2,136534.27,1.0,4.0,58.0,-1.0,0.14654515540578933,0.03571428571428571,2.0
0,0,4,146,88504.75,1,15,2,0,599.0,27,33741.58,0,2,146455.12,3.0,3.0,63.0,-1.0,0.38123602138844087,0.1875,0.75
0,0,2,637,88498.44,1,11,1,0,512.0,3,48151.88,0,2,26281.9,4.0,4.0,71.0,-1.0,0.5440924823931089,0.3333333333333333,0.8
0,2,1,165,41309.14,0,4,2,1,393.0,7,18369.16,1,0,29668.69,1.0,1.0,40.0,292.0,0.444664675549393,0.2,0.5
0,1,0,386,11033.32,3,25,2,1,696.0,28,37015.72,0,2,35096.92,1.0,0.0,25.0,-1.0,3.354599105336804,0.038461538461538464,0.0
0,1,4,42,63408.39,3,18,1,0,651.0,20,12166.67,0,2,172231.52,3.0,5.0,55.0,-1.0,0.19187489423885012,0.15789473684210525,1.25
0,0,5,396,49983.45,0,19,0,1,757.0,25,20164.43,0,2,169200.98,4.0,10.0,21.0,-1.0,0.4034140617732115,0.2,2.0
1,1,3,193,34629.08,0,16,2,0,512.0,6,48348.66,0,2,81366.73,5.0,9.0,72.0,-1.0,1.3961463560003327,0.29411764705882354,1.5
1,2,3,78,91382.48,0,11,2,0,330.0,20,41549.94,0,2,72183.1,4.0,1.0,61.0,-1.0,0.4546767096197256,0.3333333333333333,0.2
0,0,5,412,46538.29,1,1,1,1,446.0,3,19718.15,0,2,165559.32,5.0,6.0,40.0,-1.0,0.4236882427729345,2.5,1.0
0,2,3,190,13312.05,1,13,0,1,317.0,10,15871.28,0,2,217877.1,1.0,1.0,34.0,-1.0,1.192159572750046,0.07142857142857142,0.5
0,0,4,198,49121.93,0,23,0,0,485.0,21,49761.92,0,2,70513.46,4.0,9.0,50.0,-1.0,1.0130079781478833,0.16666666666666666,1.8
0,1,0,215,31681.95,3,7,0,0,572.0,7,17479.57,0,2,138105.56,3.0,9.0,59.0,-1.0,0.5517027297016218,0.375,2.25
1,0,1,346,13783.1,3,5,2,1,743.0,17,33737.94,0,2,75092.11,4.0,2.0,25.0,-1.0,2.4475983198032516,0.6666666666666666,0.4
1,2,1,259,73126.24,2,13,2,1,630.0,6,20474.64,0,2,156797.62,3.0,8.0,59.0,-1.0,0.2799865002425908,0.21428571428571427,2.0
0,1,1,596,69970.61,1,6,2,0,364.0,22,48005.97,0,2,122369.24,2.0,6.0,47.0,-1.0,0.6860778249921647,0.2857142857142857,2.0
1,2,5,181,95956.9,2,23,1,0,386.0,1,36701.12,0,2,57025.69,4.0,4.0,35.0,-1.0,0.38247106283067894,0.16666666666666666,0.8
0,2,1,542,32429.67,2,18,1,0,344.0,16,30113.13,0,2,64381.31,3.0,6.0,75.0,-1.0,0.9285386333369,0.15789473684210525,1.5
1,1,2,467,94030.3,1,21,0,1,518.0,4,42931.93,0,2,110825.7,3.0,2.0,75.0,-1.0,0.45657063126852443,0.13636363636363635,0.5
1,1,3,456,39252.04,2,30,2,0,444.0,22,21869.83,0,2,181652.18,4.0,6.0,40.0,-1.0,0.5571499685119929,0.12903225806451613,1.2
1,0,0,262,91767.52,0,9,0,1,788.0,8,6753.54,0,2,162252.7,4.0,4.0,76.0,-1.0,0.07359321039502435,0.4,0.8
1,1,4,604,41187.06,3,9,0,0,305.0,2,34752.93,1,3,29401.19,2.0,2.0,23.0,454.0,0.8437622456605143,0.2,0.6666666666666666
0,1,0,216,48999.2,2,9,2,0,827.0,5,15342.75,0,2,85248.49,1.0,1.0,49.0,-1.0,0.31311606891400445,0.1,0.5
0,2,1,335,27112.42,0,21,1,0,765.0,21,27627.98,0,2,148707.79,4.0,3.0,60.0,-1.0,1.0189780558852406,0.18181818181818182,0.6
1,2,2,387,71559.61,0,12,1,0,462.0,14,44648.06,0,2,243834.05,2.0,8.0,52.0,-1.0,0.6239194998477514,0.15384615384615385,2.6666666666666665
1,1,0,335,61443.14,3,10,2,0,327.0,25,3424.47,0,2,163725.78,4.0,0.0,24.0,-1.0,0.05573306095585356,0.36363636363636365,0.0
0,1,4,637,98268.09,2,30,0,0,715.0,24,43704.99,0,2,220458.32,4.0,7.0,55.0,-1.0,0.4447480891499046,0.12903225806451613,1.4
0,0,5,197,20762.7,3,11,2,1,512.0,7,27251.38,0,2,212435.51,3.0,10.0,60.0,-1.0,1.3124529828498774,0.25,2.5
1,2,2,462,34423.41,3,21,0,1,846.0,6,11623.47,0,2,108016.5,3.0,0.0,77.0,-1.0,0.3376519742822026,0.13636363636363635,0.0
1,2,1,487,53661.72,2,22,2,1,627.0,22,10604.91,1,1,19962.1,2.0,4.0,25.0,366.0,0.19762155179610724,0.08695652173913043,1.3333333333333333
0,1,2,441,98875.14,2,14,2,0,771.0,16,5146.42,0,2,74912.26,3.0,8.0,41.0,-1.0,0.05204915968604762,0.2,2.0
0,1,3,63,34637.59,2,24,0,0,588.0,12,39367.8,0,2,13344.85,4.0,1.0,49.0,-1.0,1.1365300954802147,0.16,0.2
1,2,3,242,52979.13,0,11,0,1,361.0,12,9107.73,0,2,166921.41,4.0,1.0,68.0,-1.0,0.17190841170076404,0.3333333333333333,0.2
1,1,3,600,50798.86,1,23,1,0,698.0,8,22518.36,0,2,249369.36,2.0,4.0,47.0,-1.0,0.44327602477644623,0.08333333333333333,1.3333333333333333
0,2,1,267,34447.99,0,13,2,0,450.0,8,22007.33,0,2,116480.92,2.0,7.0,73.0,-1.0,0.6388381778391762,0.14285714285714285,2.3333333333333335
0,1,0,382,56138.35,1,6,2,0,537.0,10,9415.91,0,2,217004.41,2.0,8.0,19.0,-1.0,0.1677238870774243,0.2857142857142857,2.6666666666666665
1,1,0,373,89274.59,3,4,0,0,529.0,23,6990.35,0,2,97350.18,3.0,10.0,68.0,-1.0,0.0783007986841644,0.6,2.5
0,2,5,559,42556.44,0,26,0,1,463.0,6,11508.92,0,2,23069.25,4.0,3.0,73.0,-1.0,0.27043262000721846,0.14814814814814814,0.6
0,2,1,297,82085.14,2,17,1,1,529.0,16,46754.73,0,2,195389.28,2.0,1.0,52.0,-1.0,0.5695812959410688,0.1111111111111111,0.3333333333333333
0,1,5,78,25023.57,1,28,0,1,300.0,7,45802.45,0,2,25573.98,4.0,0.0,71.0,-1.0,1.8302991819639658,0.13793103448275862,0.0
1,2,2,153,98064.07,1,28,0,1,722.0,9,22102.64,0,2,235414.53,3.0,4.0,42.0,-1.0,0.22538749016341902,0.10344827586206896,1.0
1,1,1,437,12956.8,3,30,1,1,755.0,3,29408.14,0,2,158240.78,5.0,2.0,47.0,-1.0,2.2695318649770795,0.16129032258064516,0.3333333333333333
0,0,4,70,63214.6,3,18,2,0,745.0,27,6069.75,0,2,169974.65,1.0,3.0,50.0,-1.0,0.0960166477894697,0.05263157894736842,1.5
0,1,0,355,5752.32,3,21,0,1,302.0,8,4553.86,1,1,78601.17,1.0,8.0,65.0,306.0,0.7915186361961442,0.045454545454545456,4.0
1,0,3,86,99760.25,1,23,1,0,447.0,26,37415.9,0,2,120320.93,5.0,8.0,36.0,-1.0,0.3750544424814244,0.20833333333333334,1.3333333333333333
0,0,4,330,38816.73,0,22,2,0,312.0,24,2529.83,0,2,94824.89,3.0,0.0,47.0,-1.0,0.0651720231966166,0.13043478260869565,0.0
0,2,4,263,38134.87,0,27,0,1,766.0,11,33352.43,0,2,133515.49,3.0,4.0,64.0,-1.0,0.874568483687405,0.10714285714285714,1.0
1,0,5,386,8165.46,3,18,2,1,423.0,7,44519.53,1,0,44775.56,2.0,7.0,64.0,496.0,5.451508976961866,0.10526315789473684,2.3333333333333335
1,1,4,109,12640.51,1,1,2,1,721.0,11,39971.46,0,2,149772.07,2.0,6.0,23.0,-1.0,3.1619213211080006,1.0,2.0
0,1,4,578,86838.71,1,4,0,1,730.0,22,46972.45,0,2,74944.84,2.0,10.0,20.0,-1.0,0.5409097980635816,0.4,3.3333333333333335
1,1,1,13,89735.17,1,24,0,0,323.0,24,44284.78,0,2,151870.93,5.0,5.0,31.0,-1.0,0.4934997782945272,0.2,0.8333333333333334
0,1,0,442,44992.32,1,24,2,1,714.0,27,14680.07,0,2,148484.91,1.0,0.0,21.0,-1.0,0.32627221107488846,0.04,0.0
1,1,2,391,26679.13,2,13,0,0,462.0,28,32796.77,1,1,2556.99,4.0,7.0,38.0,316.0,1.2292582532393956,0.2857142857142857,1.4
1,1,1,313,8435.27,0,27,1,1,704.0,25,15402.08,0,2,45732.01,5.0,3.0,65.0,-1.0,1.8256978498791527,0.17857142857142858,0.5
0,0,0,386,52568.17,0,22,0,0,318.0,25,30211.62,0,2,195619.87,2.0,6.0,31.0,-1.0,0.574702244680675,0.08695652173913043,2.0
1,0,0,200,92236.87,1,26,0,1,544.0,16,17197.69,0,2,151563.8,2.0,3.0,27.0,-1.0,0.1864493401679809,0.07407407407407407,1.0
1,0,2,261,74117.24,2,17,1,0,650.0,15,29634.78,0,2,126195.0,3.0,3.0,19.0,-1.0,0.3998311346842558,0.16666666666666666,0.75
0,1,5,387,18834.38,3,28,0,1,535.0,18,1331.15,0,2,108162.55,4.0,9.0,37.0,-1.0,0.07067285077338498,0.13793103448275862,1.8
0,0,0,594,27429.91,2,29,0,0,313.0,20,43198.61,0,2,163471.21,1.0,3.0,43.0,-1.0,1.57481505352903,0.03333333333333333,1.5
0,1,4,269,88776.89,0,11,2,0,693.0,11,47552.84,0,2,28390.16,2.0,0.0,38.0,-1.0,0.5356383216586922,0.16666666666666666,0.0
0,2,5,249,50866.39,0,24,2,1,407.0,26,35053.88,0,2,206421.74,2.0,6.0,36.0,-1.0,0.6891228348849823,0.08,2.0
0,1,5,561,54204.71,1,15,2,1,745.0,11,32280.36,0,2,127379.42,3.0,10.0,19.0,-1.0,0.5955158598605202,0.1875,2.5
0,2,1,234,40556.68,3,1,1,1,308.0,19,12354.01,0,2,214952.87,1.0,10.0,28.0,-1.0,0.30460346844296815,0.5,5.0
0,2,5,331,15565.74,0,12,1,0,404.0,7,41035.31,1,4,26355.27,3.0,10.0,48.0,292.0,2.636088866390779,0.23076923076923078,2.5
0,1,4,565,92770.46,0,5,0,1,660.0,17,26300.79,1,1,22335.13,3.0,9.0,46.0,367.0,0.2835008740834735,0.5,2.25
1,1,2,99,5266.07,1,22,1,0,300.0,24,34643.55,0,2,146981.41,4.0,3.0,53.0,-1.0,6.577385529336046,0.17391304347826086,0.6
0,0,4,57,64017.22,0,22,2,1,446.0,26,31649.47,0,2,96043.32,3.0,7.0,50.0,-1.0,0.4943822243105166,0.13043478260869565,1.75
0,2,1,569,60841.27,0,14,0,0,850.0,6,33677.55,0,2,36505.51,2.0,9.0,71.0,-1.0,0.5535222469510096,0.13333333333333333,3.0
0,0,4,288,34834.99,2,2,1,0,763.0,29,41673.57,0,2,183606.28,2.0,8.0,23.0,-1.0,1.1962791928692138,0.6666666666666666,2.6666666666666665
1,2,2,296,11516.68,2,28,1,0,626.0,27,17747.73,0,2,59959.64,4.0,5.0,66.0,-1.0,1.5409118850324022,0.13793103448275862,1.0
1,0,5,134,83636.42,3,23,1,0,346.0,8,31859.54,0,2,217834.3,5.0,2.0,50.0,-1.0,0.38092447136700297,0.20833333333333334,0.3333333333333333
1,2,1,205,50902.52,3,12,1,0,694.0,17,15748.14,0,2,175764.78,1.0,9.0,76.0,-1.0,0.30937231845656255,0.07692307692307693,4.5
1,0,3,557,41262.27,1,22,2,0,490.0,4,37790.53,0,2,193779.13,5.0,9.0,68.0,-1.0,0.9158394378341804,0.21739130434782608,1.5
1,0,4,471,41471.6,0,1,2,0,562.0,26,18622.29,0,2,173994.51,2.0,1.0,38.0,-1.0,0.4490263451049609,1.0,0.3333333333333333
1,2,3,294,30448.34,3,22,1,1,556.0,6,14114.5,1,4,27455.05,2.0,8.0,70.0,396.0,0.4635404248499311,0.08695652173913043,2.6666666666666665
1,0,1,328,61008.3,0,20,2,0,391.0,2,31077.9,0,2,182575.36,2.0,5.0,48.0,-1.0,0.5093961084621524,0.09523809523809523,1.6666666666666667
1,1,4,540,20785.22,1,15,0,0,624.0,14,8335.23,1,0,14784.07,2.0,3.0,46.0,394.0,0.40099787262907827,0.125,1.0
1,1,2,433,34999.57,1,21,2,0,342.0,6,43126.78,1,1,12035.45,3.0,0.0,64.0,405.0,1.2321736474577414,0.13636363636363635,0.0
0,2,3,279,84879.94,3,28,1,1,453.0,12,39565.38,0,2,115113.93,3.0,9.0,70.0,-1.0,0.4661279670088479,0.10344827586206896,2.25
0,0,2,387,15236.66,2,2,2,0,447.0,23,25285.44,1,3,367.26,1.0,6.0,54.0,431.0,1.6594043967380818,0.3333333333333333,3.0
0,0,0,327,35186.19,1,20,1,0,651.0,19,28578.08,0,2,133889.23,1.0,2.0,31.0,-1.0,0.8121728390360242,0.047619047619047616,1.0
1,1,5,138,68779.45,3,14,1,1,570.0,1,41254.54,0,2,113211.62,1.0,5.0,36.0,-1.0,0.5998003793229035,0.06666666666666667,2.5
0,0,0,265,16723.34,1,20,1,0,774.0,26,10582.77,0,2,152848.79,1.0,7.0,54.0,-1.0,0.6327765400607738,0.047619047619047616,3.5
0,1,5,531,90370.27,0,26,2,0,358.0,21,22196.27,0,2,231829.82,2.0,7.0,48.0,-1.0,0.24561201806724636,0.07407407407407407,2.3333333333333335
1,1,0,266,79538.28,3,9,2,1,670.0,9,7651.35,0,2,109018.92,3.0,0.0,69.0,-1.0,0.09619586699804172,0.3,0.0
0,1,2,13,44674.72,0,9,0,0,803.0,27,13480.55,1,4,4248.3,1.0,6.0,53.0,426.0,0.3017421991184473,0.1,3.0
0,2,1,61,94520.3,0,4,0,1,550.0,4,4275.82,0,2,57018.49,3.0,8.0,29.0,-1.0,0.04523657630608127,0.6,2.0
1,0,3,290,6943.12,1,19,0,0,535.0,13,26409.97,0,2,210118.07,3.0,6.0,71.0,-1.0,3.8032133661284657,0.15,1.5
1,0,3,351,98782.08,3,13,1,1,361.0,29,6277.96,0,2,148437.11,5.0,10.0,32.0,-1.0,0.06355298903415443,0.35714285714285715,1.6666666666666667
1,1,2,275,65099.48,0,9,2,1,423.0,24,17082.33,0,2,131676.83,1.0,7.0,35.0,-1.0,0.26239944774600743,0.1,3.5
0,0,3,52,57618.25,3,22,0,1,304.0,18,41642.97,0,2,223358.0,2.0,6.0,32.0,-1.0,0.7227266929021118,0.08695652173913043,2.0
1,1,2,88,99965.51,2,18,0,1,535.0,22,5630.19,0,2,57076.32,4.0,2.0,21.0,-1.0,0.056320761823134564,0.21052631578947367,0.4
